B3SA3.SA,PETR4.SA,VALE3.SA,ITUB4.SA,BBAS3.SA,USIM5.SA
-0.005291005291005346,-0.0016744809109175973,-0.029492554575683227,-0.001969796454366457,-0.023218997361477478,-0.03728362183754985
-0.05718085106382975,0.0925863804092586,0.004766870251750488,-0.02828947368421053,0.04862236628849259,0.016597510373443924
-0.021156558533145242,0.011974209395148927,0.05129725722757583,-0.007786052809749533,-0.0059247810407006,0.0435374149659864
-0.050432276657060626,-0.007584951456310662,0.03694824425327892,-0.0180825656772432,-0.012438455558434924,-0.028683181225554022
0.0508345978755691,0.02506878630388254,-0.021759825921392584,0.02189020152883936,0.03673576489110464,0.024161073825503365
0.013718411552346543,0.021473307485833537,0.0,0.008160489629377654,0.017463933181473212,-0.005242463958060273
0.042022792022792244,0.10131386861313874,0.030585291255387004,0.047554806070826405,0.11144278606965163,0.02898550724637672
-0.0430622009569378,-0.03313891834570515,-0.02846351004991232,-0.03219575016097875,-0.024171888988361645,-0.030729833546734864
0.017857142857142794,-0.028790786948176494,-0.012635379061371799,-0.015302727877578137,-0.04472477064220193,-0.029062087186261687
-0.01754385964912286,-0.03416149068322982,0.011953311770496411,-0.00033783783783791765,-0.04081632653061218,0.020408163265306145
0.010714285714285676,-0.02396959953230049,-0.014313507504168821,-0.023994592767827005,-0.01151439299123902,-0.026666666666666727
-0.0183745583038869,0.0008984725965859308,-0.015508247568024935,-0.007963988919667653,-0.008356545961002881,0.012328767123287676
0.0007199424046075986,0.015559545182525225,0.03365315766862387,-0.0003490401396160081,0.005617977528090012,0.03924221921515558
0.03237410071942448,-0.027695934001178535,0.018149071765031666,0.005935754189944076,-0.006856272219400772,0.0078125
0.034146341463414664,0.007575757575757569,0.006803646754660608,0.006942034015966714,0.02454615187931486,-0.011627906976744207
-0.0026954177897573484,0.011428571428571566,0.020543316664414224,0.010685970355049923,0.014724232592962183,0.0039215686274509665
0.002027027027027062,0.000892060660124816,-0.0037081181300490096,-0.0020463847203273655,-0.0022134776192818117,0.02604166666666674
-0.006743088334457137,-0.03297682709447414,0.022996145154858372,0.018455228981544725,-0.017500616218880993,0.0012690355329949554
-0.0169721656483367,-0.036251920122887804,-0.01520270270270252,0.0,-0.015805318615153108,0.0012674271229404788
-0.04143646408839774,0.025820847943895497,-0.02361789154241989,-0.001677852348993314,0.05684425184807562,-0.0227848101265824
-0.05979827089337175,-0.0739589807333747,-0.026486486486486438,-0.05680672268907572,-0.0709117221418234,-0.025906735751295318
-0.034482758620689724,-0.01644295302013432,-0.050111049416990516,-0.004632929436920841,-0.004672897196261627,-0.06914893617021267
0.01984126984126977,-0.0013647219379051556,-0.0013152126260412844,-0.014679556032939467,0.005477308294209449,0.027142857142857135
-0.0077821011673151474,0.013665869490946392,-0.009364940005853084,0.00036337209302339524,-0.00025940337224383825,0.0013908205841446364
0.00941176470588223,-0.012807549713515387,0.015066469719350106,0.009444242644387923,0.012714063310846013,0.008333333333333304
0.04040404040404044,0.022191874359849928,-0.0021827706635623167,0.018351925152932713,0.04355623879067383,0.04820936639118467
0.0037341299477220424,0.0668002672010688,0.021146273880706,0.020141342756183844,0.012521482936410644,0.023653088042049797
-0.008928571428571397,-0.024107701941139648,-0.02242216509568684,-0.019743678559057898,-0.017943743937924417,-0.007702182284980652
